id,title,slug,price,description,images,creationAt,updatedAt,category.id,category.name,category.slug,category.image,category.creationAt,category.updatedAt
47,Radiant Citrus Eau de Parfum,radiant-citrus-eau-de-parfum,73,"Indulge in the essence of summer with this vibrant citrus-scented Eau de Parfum. Encased in a sleek glass bottle with a bold orange cap, this fragrance embodies freshness and elegance. Perfect for daily wear, it's an olfactory delight that leaves a lasting, zesty impression.","['https://i.imgur.com/xPDwUb3.jpg', 'https://i.imgur.com/3rfp691.jpg', 'https://i.imgur.com/kG05a29.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
48,Sleek Olive Green Hardshell Carry-On Luggage,sleek-olive-green-hardshell-carry-on-luggage,48,"Travel in style with our durable hardshell carry-on, perfect for weekend getaways and business trips. This sleek olive green suitcase features smooth gliding wheels for easy airport navigation, a sturdy telescopic handle, and a secure zippered compartment to keep your belongings safe. Its compact size meets most airline overhead bin requirements, ensuring a hassle-free flying experience.","['https://i.imgur.com/jVfoZnP.jpg', 'https://i.imgur.com/Tnl15XK.jpg', 'https://i.imgur.com/7OqTPO6.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
49,Chic Transparent Fashion Handbag,chic-transparent-fashion-handbag,61,"Elevate your style with our Chic Transparent Fashion Handbag, perfect for showcasing your essentials with a clear, modern edge. This trendy accessory features durable acrylic construction, luxe gold-tone hardware, and an elegant chain strap. Its compact size ensures you can carry your day-to-day items with ease and sophistication.","['https://i.imgur.com/Lqaqz59.jpg', 'https://i.imgur.com/uSqWK0m.jpg', 'https://i.imgur.com/atWACf1.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
50,Trendy Pink-Tinted Sunglasses,trendy-pink-tinted-sunglasses,38,"Step up your style game with these fashionable black-framed, pink-tinted sunglasses. Perfect for making a statement while protecting your eyes from the glare. Their bold color and contemporary design make these shades a must-have accessory for any trendsetter looking to add a pop of color to their ensemble.","['https://i.imgur.com/0qQBkxX.jpg', 'https://i.imgur.com/I5g1DoE.jpg', 'https://i.imgur.com/myfFQBW.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
51,Elegant Glass Tumbler Set,elegant-glass-tumbler-set,50,"Enhance your drinkware collection with our sophisticated set of glass tumblers, perfect for serving your favorite beverages. This versatile set includes both clear and subtly tinted glasses, lending a modern touch to any table setting. Crafted with quality materials, these durable tumblers are designed to withstand daily use while maintaining their elegant appeal.","['https://i.imgur.com/TF0pXdL.jpg', 'https://i.imgur.com/BLDByXP.jpg', 'https://i.imgur.com/b7trwCv.jpg']",2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z,5,nombre -> put ,nombre-put,https://i.imgur.com/BG8J0Fj.jpg,2026-07-06T23:51:29.000Z,2026-07-07T03:06:22.000Z
53,fgsdgddddgsvvv,fgsdgddddgsvvv,100,Testa Description,['https://picsum.photos/640/640?r=1'],2026-07-07T00:00:56.000Z,2026-07-07T00:00:56.000Z,4,Shoes,shoes,https://i.imgur.com/qNOjJje.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
55,New Product Arie Bagas Azzy Baru ,new-product-arie-bagas-azzy-baru,10,ini adalah test API manual Arie untuk menambahkan produk,['https://placehold.co/600x400'],2026-07-07T00:01:24.000Z,2026-07-07T00:01:24.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
56,Test Product,test-product,100,Test Description,['https://placehold.co/600x400/png'],2026-07-07T00:08:20.000Z,2026-07-07T00:08:20.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
57,New Product,new-product,10,A description,['https://placeimg.com/640/480/any'],2026-07-07T00:42:34.000Z,2026-07-07T00:42:34.000Z,1,Clothes,clothes,https://i.imgur.com/QkIa5tT.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
61,hjkj,hjkj,66,fghgfhgfh,['https://placeimg.com/640/480/any'],2026-07-07T07:12:45.000Z,2026-07-07T07:12:45.000Z,3,Furniture,furniture,https://i.imgur.com/Qphac99.jpeg,2026-07-06T23:51:29.000Z,2026-07-06T23:51:29.000Z
